epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.875351071357727,0.0010000000474974513,0.298836350440979,0.8018572330474854,0.8788773417472839,0.9520817995071411,0.157603919506073,0.9620893001556396,0.9056304693222046
1,0.9480007290840149,0.0010000000474974513,0.1462681144475937,0.9176772832870483,0.9435142874717712,0.9627465009689331,0.11656124144792557,0.9482008814811707,0.9508326649665833
2,0.9616052508354187,0.0010000000474974513,0.10895320773124695,0.9396652579307556,0.9572612047195435,0.9677136540412903,0.09526817500591278,0.9310603141784668,0.9853290915489197
3,0.9684237837791443,0.0010000000474974513,0.0921156108379364,0.9506188631057739,0.9643990397453308,0.946238100528717,0.161180317401886,0.875523030757904,0.995638370513916
4,0.9719954133033752,0.0010000000474974513,0.08177462965250015,0.9547248482704163,0.9699947237968445,0.9815924167633057,0.05355057492852211,0.9746434092521667,0.975416362285614
5,0.9738786220550537,0.0010000000474974513,0.07830013334751129,0.9578755497932434,0.971845269203186,0.9843681454658508,0.05059400200843811,0.9752066135406494,0.9825535416603088
6,0.9758917093276978,0.0010000000474974513,0.07141030579805374,0.9605680108070374,0.974577009677887,0.9859751462936401,0.04406726360321045,0.9794466495513916,0.9825535416603088
7,0.9767683744430542,0.0010000000474974513,0.06958252191543579,0.9624233245849609,0.9750176072120667,0.9820306897163391,0.05221704766154289,0.9669132232666016,0.9849326014518738
8,0.9776774644851685,0.0010000000474974513,0.06666619330644608,0.9636411070823669,0.9762513041496277,0.9817385077476501,0.0663415938615799,0.9586681723594666,0.9932593107223511
9,0.978635311126709,0.0010000000474974513,0.06272440403699875,0.9644594788551331,0.9780578017234802,0.9840759634971619,0.043436210602521896,0.9700039029121399,0.9873116612434387
10,0.9792847037315369,0.0010000000474974513,0.06052389368414879,0.9656926393508911,0.9785424470901489,0.9843681454658508,0.05027013644576073,0.9682047367095947,0.9900872111320496
11,0.9792035222053528,0.0010000000474974513,0.06056452915072441,0.9656447172164917,0.9783662557601929,0.9852446913719177,0.04897547885775566,0.9697322249412537,0.9908802509307861
12,0.979739248752594,0.0010000000474974513,0.05746810510754585,0.9669511318206787,0.9784543514251709,0.9839298725128174,0.049619391560554504,0.9638461470603943,0.993655800819397
13,0.9816224575042725,0.0010000000474974513,0.05442667379975319,0.9691497683525085,0.9813623428344727,0.987143874168396,0.042371492832899094,0.9814082384109497,0.9837430715560913
14,0.982109546661377,0.0010000000474974513,0.053048357367515564,0.9708678722381592,0.980877697467804,0.9883126616477966,0.03509286418557167,0.9803304672241211,0.9881047010421753
15,0.9823692440986633,0.0010000000474974513,0.05189718306064606,0.9706830382347107,0.9818029403686523,0.989043116569519,0.03391578793525696,0.9811246395111084,0.9892942309379578
16,0.9821906685829163,0.0010000000474974513,0.05210510268807411,0.9707921147346497,0.9811860918998718,0.982615053653717,0.053718823939561844,0.9608745574951172,0.9932593107223511
17,0.9820283651351929,0.0010000000474974513,0.05078636854887009,0.9698776602745056,0.9817148447036743,0.982615053653717,0.05113516002893448,0.9570178985595703,0.9976209402084351
18,0.9837005138397217,0.0010000000474974513,0.049463286995887756,0.9729223251342773,0.9831247925758362,0.986851692199707,0.038231778889894485,0.970588207244873,0.9944488406181335
19,0.9828887581825256,0.0010000000474974513,0.04943552985787392,0.9716677069664001,0.982199490070343,0.9845142364501953,0.05388685315847397,0.9624808430671692,0.9968279004096985
20,0.9835056662559509,0.0010000000474974513,0.04739841818809509,0.9730319380760193,0.9824638962745667,0.9891892075538635,0.03187036141753197,0.9849445223808289,0.9857256412506104
21,0.9842849373817444,0.0010000000474974513,0.045282527804374695,0.9738724827766418,0.9837416410446167,0.9875821471214294,0.03296985477209091,0.9735717177391052,0.9932593107223511
22,0.984593391418457,0.0010000000474974513,0.04346957802772522,0.9748875498771667,0.9835213422775269,0.9880204796791077,0.04039144888520241,0.9743390083312988,0.993655800819397
23,0.984317421913147,0.0010000000474974513,0.04668639972805977,0.9746199250221252,0.9830366373062134,0.9869977831840515,0.039147891104221344,0.9691476821899414,0.9964314103126526
24,0.9848369359970093,0.0010000000474974513,0.04515950754284859,0.975028395652771,0.9840500354766846,0.9886048436164856,0.03563107177615166,0.9754863977432251,0.9940523505210876
25,0.9855837225914001,0.0010000000474974513,0.041544847190380096,0.9757416844367981,0.9853718876838684,0.9909422993659973,0.02879587933421135,0.9912140369415283,0.9841395616531372
26,0.985226571559906,0.0010000000474974513,0.04255775734782219,0.9767594337463379,0.983301043510437,0.9881665706634521,0.03799544274806976,0.9728787541389465,0.995638370513916
27,0.985518753528595,0.0010000000474974513,0.04241851717233658,0.9757789969444275,0.9851515889167786,0.9910883903503418,0.030167173594236374,0.9827383160591125,0.9932593107223511
28,0.986151933670044,0.0010000000474974513,0.039579641073942184,0.9765676259994507,0.986076831817627,0.9905040264129639,0.028924785554409027,0.9853812456130981,0.9888976812362671
29,0.9861844182014465,0.0010000000474974513,0.04159874469041824,0.9772359728813171,0.9854599833488464,0.9886048436164856,0.03306259214878082,0.9721792936325073,0.9976209402084351
30,0.9864116907119751,0.0010000000474974513,0.03993820399045944,0.9771248698234558,0.9862090349197388,0.9910883903503418,0.030243858695030212,0.9823598861694336,0.993655800819397
31,0.9870935082435608,0.0010000000474974513,0.03817946836352348,0.9793809652328491,0.9857243299484253,0.9880204796791077,0.04723289981484413,0.9852824211120605,0.9821569919586182
32,0.9861032366752625,0.0010000000474974513,0.04024449363350868,0.9766477346420288,0.9858565330505371,0.9894813895225525,0.03100264072418213,0.9759129881858826,0.9960349202156067
33,0.9875156283378601,0.0007000000332482159,0.03661064803600311,0.9789437055587769,0.987354576587677,0.9909422993659973,0.029574882239103317,0.9812206625938416,0.9944488406181335
34,0.9877753853797913,0.0007000000332482159,0.03664860129356384,0.9795864820480347,0.9873986840248108,0.9906501173973083,0.03494379296898842,0.9793291687965393,0.995638370513916
35,0.9882137179374695,0.0007000000332482159,0.033665869385004044,0.9799877405166626,0.9881917238235474,0.9888970255851746,0.031654708087444305,0.9755054712295532,0.9948453903198242
36,0.988165020942688,0.0007000000332482159,0.035861510783433914,0.9809941053390503,0.9870021343231201,0.9907962083816528,0.03168889507651329,0.979337215423584,0.9960349202156067
37,0.987531840801239,0.0007000000332482159,0.035790182650089264,0.9794472455978394,0.9868699312210083,0.9921110272407532,0.024186277762055397,0.9916334748268127,0.9869151711463928
38,0.988457202911377,0.0007000000332482159,0.03396128863096237,0.9818524718284607,0.9869139790534973,0.9902118444442749,0.030088184401392937,0.9781846404075623,0.995638370513916
39,0.9878240823745728,0.0007000000332482159,0.0349903404712677,0.9791284799575806,0.9880155324935913,0.9928414821624756,0.025837738066911697,0.990869402885437,0.9896907210350037
40,0.9883435964584351,0.0007000000332482159,0.03424854576587677,0.9809190630912781,0.9875748753547668,0.9880204796791077,0.03803553059697151,0.9717710614204407,0.9964314103126526
41,0.9885221719741821,0.0007000000332482159,0.03227389603853226,0.9809703230857849,0.9880155324935913,0.9902118444442749,0.03552307188510895,0.9774406552314758,0.9964314103126526
42,0.9886358380317688,0.0007000000332482159,0.03262488916516304,0.9820724129676819,0.987178385257721,0.9928414821624756,0.02895406074821949,0.9843321442604065,0.9964314103126526
43,0.9885059595108032,0.0007000000332482159,0.03351202979683876,0.9814749956130981,0.9874427318572998,0.9921110272407532,0.027925819158554077,0.9839215874671936,0.9948453903198242
44,0.9884085059165955,0.0007000000332482159,0.03322823718190193,0.9805859327316284,0.9881036281585693,0.9919649362564087,0.0245981402695179,0.9896784424781799,0.9885011911392212
45,0.9891877770423889,0.0004900000058114529,0.030198166146874428,0.9820569157600403,0.9887204766273499,0.9916727542877197,0.02677457220852375,0.9816334247589111,0.9960349202156067
46,0.9892851710319519,0.0004900000058114529,0.030397310853004456,0.9829067587852478,0.9881036281585693,0.9912344813346863,0.030041590332984924,0.9808593988418579,0.995638370513916
47,0.9897397756576538,0.0004900000058114529,0.030564935877919197,0.983987033367157,0.9882358312606812,0.993279755115509,0.02387029305100441,0.9885556697845459,0.9932593107223511
48,0.9898858666419983,0.0004900000058114529,0.02941656857728958,0.9839509129524231,0.9886764287948608,0.9918188452720642,0.023942675441503525,0.9846698045730591,0.9932593107223511
49,0.9894962310791016,0.0004900000058114529,0.030091429129242897,0.9826204776763916,0.9889848232269287,0.9928414821624756,0.024649728089571,0.9866194128990173,0.9940523505210876
50,0.9899508357048035,0.0004900000058114529,0.0288070235401392,0.9836568236351013,0.9891610741615295,0.9924032092094421,0.024153057485818863,0.9881423115730286,0.991276741027832
51,0.9905839562416077,0.0004900000058114529,0.028432708233594894,0.9847448468208313,0.9897779226303101,0.9918188452720642,0.028135254979133606,0.9812646508216858,0.9968279004096985
52,0.9905027747154236,0.0004900000058114529,0.028679735958576202,0.9845715761184692,0.989733874797821,0.9919649362564087,0.029790028929710388,0.9831570982933044,0.9952418804168701
53,0.9896261096000671,0.0004900000058114529,0.028307922184467316,0.9826688170433044,0.9892932772636414,0.9915266633033752,0.029899412766098976,0.981249988079071,0.9960349202156067
54,0.9895774126052856,0.0004900000058114529,0.02969241328537464,0.9827088117599487,0.9891170263290405,0.9913805723190308,0.029239272698760033,0.9819960594177246,0.9948453903198242
55,0.9898533821105957,0.0003429999924264848,0.029555192217230797,0.9833136200904846,0.9892492294311523,0.9926953911781311,0.02509879320859909,0.9866141676902771,0.993655800819397
56,0.990096926689148,0.0003429999924264848,0.028196176514029503,0.9837056398391724,0.9895135760307312,0.9916727542877197,0.028811277821660042,0.9816334247589111,0.9960349202156067
57,0.990080714225769,0.0003429999924264848,0.02777824178338051,0.9848092198371887,0.9883239269256592,0.9922571182250977,0.026848819106817245,0.983927845954895,0.9952418804168701
58,0.9906976222991943,0.0003429999924264848,0.026208924129605293,0.9848770499229431,0.9899541735649109,0.9924032092094421,0.027113748714327812,0.9846938848495483,0.9948453903198242
59,0.9908275008201599,0.0003429999924264848,0.026819001883268356,0.9849673509597778,0.9902185201644897,0.993279755115509,0.02361752651631832,0.9904912710189819,0.991276741027832
60,0.989999532699585,0.0003429999924264848,0.027835404500365257,0.9839982390403748,0.9889407753944397,0.9924032092094421,0.02550002746284008,0.9843137264251709,0.9952418804168701
61,0.9905514717102051,0.0003429999924264848,0.027123140171170235,0.9844461679458618,0.9899982213973999,0.9909422993659973,0.030187685042619705,0.9797191619873047,0.9960349202156067
62,0.9897235035896301,0.0003429999924264848,0.02833387814462185,0.9833077788352966,0.9888967275619507,0.9929875731468201,0.021725602447986603,0.988161027431488,0.9928628206253052
63,0.9907138347625732,0.0003429999924264848,0.026820648461580276,0.9846227765083313,0.9902626276016235,0.9926953911781311,0.022466067224740982,0.9847058653831482,0.995638370513916
64,0.9907787442207336,0.0003429999924264848,0.0259921383112669,0.984498143196106,0.9905710220336914,0.9919649362564087,0.028065696358680725,0.981647789478302,0.9968279004096985
65,0.9906976222991943,0.0003429999924264848,0.027502594515681267,0.9847495555877686,0.9900863766670227,0.9931336641311646,0.022637279704213142,0.9866299629211426,0.9948453903198242
66,0.9906651377677917,0.0003429999924264848,0.02731809765100479,0.9847057461738586,0.9900422692298889,0.9926953911781311,0.02343175932765007,0.9831900000572205,0.9972244501113892
67,0.9906976222991943,0.0003429999924264848,0.026206688955426216,0.9839436411857605,0.9909235239028931,0.9921110272407532,0.02541148103773594,0.9850628972053528,0.993655800819397
68,0.9905190467834473,0.0003429999924264848,0.025913022458553314,0.983766496181488,0.9906150698661804,0.9915266633033752,0.026676880195736885,0.9831372499465942,0.9940523505210876
69,0.9906164407730103,0.0003429999924264848,0.027515431866049767,0.9842367768287659,0.9903947710990906,0.9919649362564087,0.026255041360855103,0.986204206943512,0.9920697808265686
70,0.9911521673202515,0.00024009999469853938,0.02511882781982422,0.9847682118415833,0.9913200736045837,0.9937180280685425,0.023335091769695282,0.990114688873291,0.9928628206253052
71,0.9910709857940674,0.00024009999469853938,0.026146724820137024,0.9849772453308105,0.990879476070404,0.9921110272407532,0.024950645864009857,0.9850628972053528,0.993655800819397
72,0.9907625317573547,0.00024009999469853938,0.02618815191090107,0.9844974875450134,0.9905269742012024,0.9925493001937866,0.02286761999130249,0.9843198657035828,0.995638370513916
73,0.9906001687049866,0.00024009999469853938,0.025271685793995857,0.9839394092559814,0.9906591176986694,0.9919649362564087,0.026667548343539238,0.9820242524147034,0.9964314103126526
74,0.9913145303726196,0.00024009999469853938,0.02568727545440197,0.9855396151542664,0.9909675717353821,0.9922571182250977,0.02237764559686184,0.984307587146759,0.9948453903198242
75,0.9914931058883667,0.00024009999469853938,0.024045050144195557,0.9851641058921814,0.9918487668037415,0.9909422993659973,0.032998375594615936,0.9778555035591125,0.998017430305481
